iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Phylum,observationId,Latitude,Longitude,Date observed,Recorded by,Community
Dermasterias imbricata,63382,Dermasterias imbricata,Echinodermata,PMLS:3066,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Mediaster aequalis,293174,Mediaster aequalis,Echinodermata,PMLS:3067,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Henricia aspera aspera,1265168,Henricia aspera aspera,Echinodermata,PMLS:3068,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Luidia foliolata,195859,Luidia foliolata,Echinodermata,PMLS:3069,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Pycnopodia helianthoides,47673,Pycnopodia helianthoides,Echinodermata,PMLS:3070,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Solaster dawsoni,117692,Solaster dawsoni,Echinodermata,PMLS:3071,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Solaster stimpsoni,208013,Solaster stimpsoni,Echinodermata,PMLS:3072,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Ophiura sarsii,202051,Ophiura sarsii,Echinodermata,PMLS:3073,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Ophiura luetkenii,255865,Ophiura luetkenii,Echinodermata,PMLS:3074,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Florometra serratissima,195902,Florometra serratissima,Echinodermata,PMLS:3075,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Mesocentrotus franciscanus,992313,Mesocentrotus franciscanus,Echinodermata,PMLS:3076,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Apostichopus californicus,202640,Apostichopus californicus,Echinodermata,PMLS:3077,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Cucumaria miniata,117695,Cucumaria miniata,Echinodermata,PMLS:3078,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Eupentacta quinquesemita,51695,Eupentacta quinquesemita,Echinodermata,PMLS:3079,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Psolus chitonoides,473064,Psolus chitonoides,Echinodermata,PMLS:3080,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Corella willmeriana,447661,Corella willmeriana,Chordata,PMLS:3081,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Cnemidocarpa finmarkiensis,47807,Cnemidocarpa finmarkiensis,Chordata,PMLS:3082,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Pyura haustor,333504,Pyura haustor,Chordata,PMLS:3083,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Boltenia villosa,194568,Boltenia villosa,Chordata,PMLS:3084,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Metandrocarpa taylori,371195,Metandrocarpa taylori,Chordata,PMLS:3085,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Didemnum,55512,Didemnum / Trididemnum complex,Chordata,PMLS:3086,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Rhinogobiops nicholsii,132521,Rhinogobiops nicholsii,Chordata,PMLS:3087,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Phanerodon vacca,1316654,Rhacochilus vacca,Chordata,PMLS:3088,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Embiotoca lateralis,117555,Embiotoca lateralis,Chordata,PMLS:3089,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Brachyistius frenatus,117553,Brachyistius frenatus,Chordata,PMLS:3090,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Sebastes caurinus,68597,Sebastes caurinus,Chordata,PMLS:3091,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Sebastes maliger,63386,Sebastes maliger,Chordata,PMLS:3092,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Sebastes emphaeus,64468,Sebastes emphaeus,Chordata,PMLS:3093,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Hexagrammos decagrammus,68596,Hexagrammos decagrammus,Chordata,PMLS:3094,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Ophiodon elongatus,52539,Ophiodon elongatus,Chordata,PMLS:3095,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Oxylebius pictus,48452,Oxylebius pictus,Chordata,PMLS:3096,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Artedius harringtoni,117528,Artedius harringtoni,Chordata,PMLS:3097,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Jordania zonope,222465,Jordania zonope,Chordata,PMLS:3098,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Asemichthys taylori,172639,Radulinus taylori,Chordata,PMLS:3099,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Rhamphocottus richardsonii,51881,Rhamphocottus richardsonii,Chordata,PMLS:3100,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Lepidopsetta bilineata,183018,Lepidopsetta bilineata,Chordata,PMLS:3101,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Pleuronichthys coenosus,228393,Pleuronichthys coenosus,Chordata,PMLS:3102,48.94167,-123.51333,1999-10-02 14:32:00,Andy Lamb,Marine
Cliona californiana,424811,Cliona californiana,Porifera,PMLS:15343,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Clathria pennata,63672,Clathria (Microciona) pennata,Porifera,PMLS:15344,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Mycale adhaerens,256010,Mycale (Aegogropila) adhaerens,Porifera,PMLS:15345,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Metridium farcimen,51812,Metridium farcimen,Cnidaria,PMLS:15347,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Urticina clandestina,898651,Urticina clandestina,Cnidaria,PMLS:15348,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Pachycerianthus fimbriatus,47702,Pachycerianthus fimbriatus,Cnidaria,PMLS:15349,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Balanophyllia elegans,51799,Balanophyllia elegans,Cnidaria,PMLS:15350,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Thuiaria,514521,Thuiaria spp.,Cnidaria,PMLS:15351,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Clytia gregaria,195428,Clytia gregaria,Cnidaria,PMLS:15352,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Arctonoe fragilis,69914,Arctonoe fragilis,Annelida,PMLS:15353,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Arctonoe pulchra,465156,Arctonoe pulchra,Annelida,PMLS:15354,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Serpula columbiana,131207,Serpula columbiana,Annelida,PMLS:15355,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Dodecaceria pacifica,1500739,Dodecaceria fewkesi,Annelida,PMLS:15356,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Myxicola infundibulum,49533,Myxicola sp.B,Annelida,PMLS:15357,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Pista elongata,338339,Pista elongata,Annelida,PMLS:15358,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Bugulina californica,551808,Bugulina californica,Bryozoa,PMLS:15359,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Diaperoforma californica,345872,Diaperoforma californica,Bryozoa,PMLS:15360,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Tonicella lineata,47425,Tonicella lineata,Mollusca,PMLS:15361,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Tonicella insignis,498132,Tonicella insignis,Mollusca,PMLS:15362,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Lepidozona mertensii,117621,Lepidozona mertensii,Mollusca,PMLS:15363,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Chlamys hastata,180013,Chlamys hastata,Mollusca,PMLS:15364,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Crassadoma gigantea,54526,Crassadoma gigantea,Mollusca,PMLS:15365,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Pododesmus macrochisma,68652,Pododesmus macrochisma,Mollusca,PMLS:15366,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Tresus,117624,Tresus sp.,Mollusca,PMLS:15367,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Panopea generosa,117618,Panopea generosa,Mollusca,PMLS:15368,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Saxidomus gigantea,130233,Saxidomus gigantea,Mollusca,PMLS:15369,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Acmaea mitra,47676,Acmaea mitra,Mollusca,PMLS:15370,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Nucella lamellosa,117641,Nucella lamellosa,Mollusca,PMLS:15371,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Ceratostoma foliatum,116687,Ceratostoma foliatum,Mollusca,PMLS:15372,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Paciocinebrina lurida,910800,Paciocinebrina lurida,Mollusca,PMLS:15373,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Calliostoma ligatum,129920,Calliostoma ligatum,Mollusca,PMLS:15374,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Peltodoris nobilis,48450,Peltodoris nobilis,Mollusca,PMLS:15375,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Cadlina luteomarginata,50146,Cadlina luteomarginata complex,Mollusca,PMLS:15376,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Dendronotus iris,47706,Dendronotus iris,Mollusca,PMLS:15377,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Dirona albolineata,47477,Dirona albolineata,Mollusca,PMLS:15378,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Pandalus danae,154708,Pandalus danae,Arthropoda,PMLS:15379,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Glebocarcinus oregonensis,429951,Glebocarcinus oregonensis,Arthropoda,PMLS:15380,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Cancer productus,47826,Cancer productus,Arthropoda,PMLS:15381,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Telmessus cheiragonus,180391,Telmessus cheiragonus,Arthropoda,PMLS:15382,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Pugettia producta,49723,Pugettia producta,Arthropoda,PMLS:15383,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Scyra acutifrons,47712,Scyra acutifrons,Arthropoda,PMLS:15384,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Oregonia gracilis,84267,Oregonia gracilis,Arthropoda,PMLS:15385,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Phyllolithodes papillosus,424896,Phyllolithodes papillosus,Arthropoda,PMLS:15386,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Pagurus beringanus,362749,Pagurus beringanus,Arthropoda,PMLS:15387,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Balanus glandula,81610,Balanus glandula / Balanus crenatus,Arthropoda,PMLS:15388,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Balanus nubilus,49127,Balanus nubilus,Arthropoda,PMLS:15389,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Pisaster ochraceus,49699,Pisaster ochraceus,Echinodermata,PMLS:15390,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Pisaster brevispinus,49539,Pisaster brevispinus,Echinodermata,PMLS:15391,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Evasterias troschelii,84265,Evasterias troschelii,Echinodermata,PMLS:15392,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Orthasterias koehleri,47669,Orthasterias koehleri,Echinodermata,PMLS:15393,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Dermasterias imbricata,63382,Dermasterias imbricata,Echinodermata,PMLS:15394,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Mediaster aequalis,293174,Mediaster aequalis,Echinodermata,PMLS:15395,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Pteraster tesselatus,194701,Pteraster tesselatus,Echinodermata,PMLS:15396,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Henricia leviuscula,47664,Henricia leviuscula species complex,Echinodermata,PMLS:15397,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Pycnopodia helianthoides,47673,Pycnopodia helianthoides,Echinodermata,PMLS:15398,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Crossaster papposus,192687,Crossaster papposus,Echinodermata,PMLS:15399,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Solaster dawsoni,117692,Solaster dawsoni,Echinodermata,PMLS:15400,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Solaster stimpsoni,208013,Solaster stimpsoni,Echinodermata,PMLS:15401,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Ophiura luetkenii,255865,Ophiura luetkenii,Echinodermata,PMLS:15402,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Florometra serratissima,195902,Florometra serratissima,Echinodermata,PMLS:15403,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Mesocentrotus franciscanus,992313,Mesocentrotus franciscanus,Echinodermata,PMLS:15404,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Apostichopus californicus,202640,Apostichopus californicus,Echinodermata,PMLS:15405,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Cucumaria miniata,117695,Cucumaria miniata,Echinodermata,PMLS:15406,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Eupentacta quinquesemita,51695,Eupentacta quinquesemita,Echinodermata,PMLS:15407,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Psolus chitonoides,473064,Psolus chitonoides,Echinodermata,PMLS:15408,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Corella willmeriana,447661,Corella willmeriana,Chordata,PMLS:15409,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Cnemidocarpa finmarkiensis,47807,Cnemidocarpa finmarkiensis,Chordata,PMLS:15410,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Halocynthia aurantium,473652,Halocynthia aurantium,Chordata,PMLS:15411,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Pyura haustor,333504,Pyura haustor,Chordata,PMLS:15412,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Styela gibbsii,521988,Styela gibbsii,Chordata,PMLS:15413,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Boltenia villosa,194568,Boltenia villosa,Chordata,PMLS:15414,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Chelyosoma productum,428793,Chelyosoma productum,Chordata,PMLS:15415,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Metandrocarpa taylori,371195,Metandrocarpa taylori,Chordata,PMLS:15416,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Cystodytes lobatus,339197,Cystodytes lobatus,Chordata,PMLS:15417,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Didemnum,55512,Didemnum / Trididemnum complex,Chordata,PMLS:15418,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Aulorhynchus flavidus,117568,Aulorhynchus flavidus,Chordata,PMLS:15419,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Rhinogobiops nicholsii,132521,Rhinogobiops nicholsii,Chordata,PMLS:15420,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Apodichthys flavidus,67408,Apodichthys flavidus,Chordata,PMLS:15421,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Pholis laeta,67362,Pholis laeta,Chordata,PMLS:15422,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Phanerodon vacca,1316654,Rhacochilus vacca,Chordata,PMLS:15423,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Embiotoca lateralis,117555,Embiotoca lateralis,Chordata,PMLS:15424,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Brachyistius frenatus,117553,Brachyistius frenatus,Chordata,PMLS:15425,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Cymatogaster aggregata,98855,Cymatogaster aggregata,Chordata,PMLS:15426,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Sebastes caurinus,68597,Sebastes caurinus,Chordata,PMLS:15427,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Sebastes maliger,63386,Sebastes maliger,Chordata,PMLS:15428,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Sebastes auriculatus,117541,Sebastes auriculatus,Chordata,PMLS:15429,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Hexagrammos decagrammus,68596,Hexagrammos decagrammus,Chordata,PMLS:15430,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Oxylebius pictus,48452,Oxylebius pictus,Chordata,PMLS:15431,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Artedius harringtoni,117528,Artedius harringtoni,Chordata,PMLS:15432,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Jordania zonope,222465,Jordania zonope,Chordata,PMLS:15433,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Enophrys bison,117536,Enophrys bison,Chordata,PMLS:15434,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Rhamphocottus richardsonii,51881,Rhamphocottus richardsonii,Chordata,PMLS:15435,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Lepidopsetta bilineata,183018,Lepidopsetta bilineata,Chordata,PMLS:15436,48.939813,-123.501514,2012-08-27 12:12:00,Andy Lamb,Marine
Leucilla nuttingi,117713,Leucilla nuttingi,Porifera,PMLS:16214,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Cliona californiana,424811,Cliona californiana,Porifera,PMLS:16215,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Halichondria bowerbanki,120498,Halichondria (Halichondria) bowerbanki,Porifera,PMLS:16216,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Clathria pennata,63672,Clathria (Microciona) pennata,Porifera,PMLS:16217,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Metridium farcimen,51812,Metridium farcimen,Cnidaria,PMLS:16218,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Urticina grebelnyi,492672,Urticina grebelnyi,Cnidaria,PMLS:16219,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Urticina clandestina,898651,Urticina clandestina,Cnidaria,PMLS:16220,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Pachycerianthus fimbriatus,47702,Pachycerianthus fimbriatus,Cnidaria,PMLS:16221,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Balanophyllia elegans,51799,Balanophyllia elegans,Cnidaria,PMLS:16222,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Ptilosarcus gurneyi,448320,Ptilosarcus gurneyi,Cnidaria,PMLS:16223,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Thuiaria,514521,Thuiaria spp.,Cnidaria,PMLS:16224,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Plumularia,60609,Plumularia sp.,Cnidaria,PMLS:16225,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Obelia,49536,Obelia spp.,Cnidaria,PMLS:16226,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Aurelia labiata,130235,Aurelia labiata,Cnidaria,PMLS:16227,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Bolinopsis infundibulum,492705,Bolinopsis infundibulum,Ctenophora,PMLS:16228,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Arctonoe pulchra,465156,Arctonoe pulchra,Annelida,PMLS:16229,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Dodecaceria pacifica,1500739,Dodecaceria fewkesi,Annelida,PMLS:16230,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Chone aurantiaca,356415,Chone aurantiaca,Annelida,PMLS:16231,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Myxicola infundibulum,49533,Myxicola sp.B,Annelida,PMLS:16232,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Bugulina californica,551808,Bugulina californica,Bryozoa,PMLS:16233,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Tonicella lineata,47425,Tonicella lineata,Mollusca,PMLS:16234,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Tonicella insignis,498132,Tonicella insignis,Mollusca,PMLS:16235,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Mopalia vespertina,364027,Mopalia vespertina,Mollusca,PMLS:16236,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Lepidozona mertensii,117621,Lepidozona mertensii,Mollusca,PMLS:16237,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Chlamys,84497,Chlamys sp.,Mollusca,PMLS:16238,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Crassadoma gigantea,54526,Crassadoma gigantea,Mollusca,PMLS:16239,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Pododesmus macrochisma,68652,Pododesmus macrochisma,Mollusca,PMLS:16240,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Tresus,117624,Tresus sp.,Mollusca,PMLS:16241,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Macoma,71252,Macoma sp.,Mollusca,PMLS:16242,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Gari californica,354323,Gari californica,Mollusca,PMLS:16243,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Mya truncata,447416,Mya truncata,Mollusca,PMLS:16244,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Mytilimeria nuttalli,873896,Mytilimeria nuttalli,Mollusca,PMLS:16245,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Nucella lamellosa,117641,Nucella lamellosa,Mollusca,PMLS:16246,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Ceratostoma foliatum,116687,Ceratostoma foliatum,Mollusca,PMLS:16247,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Neverita lewisii,447427,Neverita lewisii,Mollusca,PMLS:16248,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Cadlina luteomarginata,50146,Cadlina luteomarginata complex,Mollusca,PMLS:16249,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,Mollusca,PMLS:16250,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Acanthodoris nanaimoensis,47476,Acanthodoris nanaimoensis,Mollusca,PMLS:16251,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Tritonia exsulans,253510,Tritonia exsulans,Mollusca,PMLS:16252,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Dendronotus iris,47706,Dendronotus iris,Mollusca,PMLS:16253,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Armina californica,47499,Armina californica,Mollusca,PMLS:16254,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Dirona albolineata,47477,Dirona albolineata,Mollusca,PMLS:16255,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
Pandalus danae,154708,Pandalus danae,Arthropoda,PMLS:16256,48.938826,-123.501192,2013-10-20 11:25:00,Andy Lamb,Marine
